ORDERDATE,RETAILPRICE,USERR,id_order
2013-04-05,29.15,,239
2008-06-10,3.60,,240
2008-06-10,13.30,,241
2008-06-10,8.05,,242
2008-06-10,0.95,,243
2008-06-10,4.65,,244
2008-06-10,3.20,,245
2008-06-10,36.25,,246
2008-06-10,1.99,,247
2008-06-10,0.99,,248
2008-06-10,21.80,,249
2008-06-10,90.33,,250
2008-06-10,4.52,,251
2008-06-10,4.65,,252
2008-06-10,78.15,,253
2008-06-10,16.80,,254
2008-06-10,54.85,,255
2013-06-30,30.40,,256
2013-06-30,9.75,,257
2013-06-30,56.05,,258
2013-12-23,20.92,alix,259
2009-02-27,58.70,alix,260
2007-09-14,16.60,alix,261
2007-09-14,9.15,alix,262
2007-09-14,8.30,alix,263
2007-09-14,1.25,alix,264
2007-09-14,36.25,alix,265
2007-09-14,28.65,alix,266
2007-09-14,23.90,alix,267
2007-09-14,31.05,alix,268
2007-09-14,17.99,alix,269
2007-09-14,1.50,alix,270
2007-09-14,33.20,alix,271
2006-03-15,10.95,alix,272
2006-03-15,4.15,alix,273
2006-03-15,3.70,alix,274
2006-03-15,1.60,alix,275
2006-03-15,4.55,alix,276
2006-03-15,2.00,alix,277
2006-03-15,48.05,alix,278
2006-03-15,8.39,alix,279
2006-03-15,18.55,alix,280
2013-02-13,12.80,alix,281
2013-02-13,2.77,alix,282
2013-09-14,8.15,alix,283
2013-09-14,32.19,alix,284
2013-09-08,14.83,alix,285
2013-09-08,24.05,alix,286
2013-09-08,2.45,alix,287
2011-10-01,2.70,alix,288
2011-10-01,4.70,alix,289
2008-09-06,32.80,alix,290
2008-09-06,34.60,alix,291
2008-09-06,26.60,alix,292
2008-09-06,76.09,alix,293
2011-11-02,16.80,alix,294
2011-11-02,66.05,alix,295
2013-09-01,2.77,dario,296
2012-09-29,4.65,me,297
2012-09-29,114.95,me,298
2012-09-29,30.30,me,299
2012-09-29,12.15,me,300
2012-09-29,9.10,me,301
2012-09-29,34.96,me,302
2012-09-29,144.85,me,303
2012-09-29,12.06,me,304
2007-01-08,2.60,me,305
2007-01-08,78.00,me,306
2007-01-08,130.60,me,307
2007-01-08,24.15,me,308
2007-01-08,24.05,me,309
2007-01-08,19.50,me,310
2007-01-08,4.06,me,311
2006-02-09,66.40,me,312
2007-10-15,2.70,me,313
2009-12-27,28.05,me,314
2009-12-27,6.40,me,315
2009-12-27,2.85,me,316
2009-12-27,3.00,me,317
2009-12-27,16.90,me,318
2009-12-27,33.80,me,319
2008-11-06,58.60,me,320
2008-11-06,16.65,me,321
2008-11-06,11.05,me,322
2008-11-06,34.31,me,323
2008-11-06,74.35,me,324
2008-11-06,2.60,me,325
2008-11-06,33.35,me,326
2008-11-06,4.15,me,327
2011-06-29,4.06,me,328
2011-06-29,0.35,me,329
2009-01-17,111.10,me,330
2009-01-17,1.60,me,331
2009-01-17,2.88,me,332
2009-01-17,30.75,me,333
2014-11-11,144.75,me,334
2014-11-11,12.55,me,335
2007-05-13,78.00,me,336
2007-05-13,34.25,me,337
2007-05-13,30.30,me,338
2007-05-13,78.65,me,339
2013-02-23,32.80,me,340
2013-02-23,1.70,me,341
2014-12-11,23.25,me,342
2014-12-11,0.64,me,343
2014-12-11,114.70,me,344
2012-02-06,1.60,me,345
2012-02-06,1.50,me,346
2012-02-06,36.90,me,347
2012-02-06,0.49,me,348
2013-11-14,84.70,me,349
2013-11-14,2.90,me,350
2013-11-14,2.00,me,351
2013-11-14,4.99,me,352
2013-11-14,6.60,me,353
2013-11-14,76.07,me,354
2007-06-03,22.40,me,355
2007-06-03,93.30,me,356
2007-06-03,36.75,me,357
2014-07-10,5.99,me,358
2010-01-04,38.55,me,359
2010-01-04,30.40,me,360
2010-01-04,17.20,me,361
2010-01-04,48.36,me,362
2008-03-03,2.55,me,363
2008-03-03,20.70,me,364
2008-03-03,0.25,me,365
2008-03-03,35.45,me,366
2008-03-03,74.35,me,367
2010-03-19,36.59,me,368
2010-03-19,33.35,me,369
2010-03-19,6.80,me,370
2010-03-19,39.80,me,371
2010-03-19,6.25,me,372
2010-03-19,37.70,me,373
2010-03-19,12.80,me,374
2010-03-19,111.10,me,375
2010-03-19,22.20,me,376
2006-04-02,50.05,me,377
2006-04-02,140.88,me,378
2006-04-02,2.35,me,379
2006-04-02,78.15,me,380
2006-04-02,20.30,me,381
2011-05-14,72.90,me,382
2013-05-26,3.50,me,383
2013-05-26,8.45,me,384
2013-05-26,6.05,me,385
2013-05-26,32.95,me,386
2008-07-15,60.55,mitri,387
2008-07-15,1.55,mitri,388
2006-09-16,2.00,mitri,389
2006-09-16,58.70,mitri,390
2006-09-16,45.05,mitri,391
2006-09-16,36.25,mitri,392
2013-01-15,74.10,mitri,393
2012-06-07,8.05,mitri,394
2012-06-07,30.00,mitri,395
2012-06-07,76.20,mitri,396
2012-06-07,18.00,mitri,397
2012-06-07,6.63,mitri,398
2012-06-07,13.00,mitri,399
2013-12-23,2.60,alix,400
2013-12-23,116.05,alix,401
2007-05-03,0.50,alix,402
2007-05-03,132.05,alix,403
2011-02-24,60.25,alix,404
2011-02-24,30.20,alix,405
2011-02-24,18.95,alix,406
2011-03-25,22.50,alix,407
2011-03-25,2.15,alix,408
2011-03-25,1.45,alix,409
2009-01-27,11.55,alix,410
2009-01-27,32.75,alix,411
2009-01-27,36.35,alix,412
2009-01-27,2.00,alix,413
2009-01-27,9.10,alix,414
2009-01-27,5.36,alix,415
2009-01-27,76.45,alix,416
2009-01-27,22.20,alix,417
2009-01-27,38.15,alix,418
2012-05-04,10.70,alix,419
2012-05-04,4.60,alix,420
2013-07-08,8.05,zete,421
2013-07-08,36.35,zete,422
2013-07-08,1.50,zete,423
2013-07-08,23.15,zete,424
2013-07-08,84.75,zete,425
2013-07-08,21.25,zete,426
2012-04-05,33.05,zete,427
2012-04-05,3.22,zete,428
2012-04-05,24.79,zete,429
2012-04-05,10.75,zete,430
2009-06-27,44.95,zete,431
2009-06-27,18.95,zete,432
2009-06-27,111.65,zete,433
2012-02-19,66.05,zete,434
2006-07-31,144.85,zete,435
2006-07-31,6.93,zete,436
2006-01-13,22.80,zete,437
2006-01-13,29.55,zete,438
2006-01-13,39.90,zete,439
2008-08-08,19.50,zete,440
2008-08-08,30.95,zete,441
2008-08-08,4.95,zete,442
2008-08-08,700.12,zete,443
2008-08-08,30.75,zete,444
2008-08-08,4.05,zete,445
2008-08-08,36.90,zete,446
2008-08-08,70.43,zete,447
2007-10-28,44.40,zete,448
2007-10-28,60.25,zete,449
2007-10-28,12.99,zete,450
2007-10-28,72.35,zete,451
2007-10-28,87.30,zete,452
2007-10-28,78.15,zete,453
2007-10-28,16.77,zete,454
2005-02-25,35.09,zete,455
2005-02-25,90.00,zete,456
2013-07-06,3.00,zete,457
2013-07-06,8.90,zete,458
2006-04-13,1.55,zete,459
2008-02-01,46.10,zete,460
2008-02-01,24.75,zete,461
2008-02-01,8.15,zete,462
2008-02-01,14.19,zete,463
2012-05-04,31.85,alix,464
2012-05-04,36.24,alix,465
2009-06-28,13.32,alix,466
2009-06-28,78.20,alix,467
2013-10-22,16.15,alix,468
2013-10-22,5.25,alix,469
2013-10-22,30.75,alix,470
2013-10-22,6.60,alix,471
2005-05-11,5.30,alix,472
2005-05-11,36.75,alix,473
2005-05-11,130.60,alix,474
2005-05-11,19.85,alix,475
2005-05-11,12.25,alix,476
2005-05-11,31.25,alix,477
2005-05-11,2.05,alix,478
2005-05-11,31.25,alix,479
2005-05-11,8.70,alix,480
2005-05-11,52.95,alix,481
2005-05-11,10.95,alix,482
2006-03-28,93.25,alix,483
2006-03-28,12.06,alix,484
2006-03-28,42.45,alix,485
2010-01-10,32.00,alix,486
2010-01-10,4.05,alix,487
2010-02-14,8.95,alix,488
2010-02-14,30.33,alix,489
2010-02-14,8.95,alix,490
2010-02-14,6.63,alix,491
2010-02-14,2.77,alix,492
2010-02-14,1.50,alix,493
2011-05-13,63.65,alix,494
2011-05-13,63.65,alix,495
2011-05-13,42.35,alix,496
2011-05-13,96.45,alix,497
2011-05-13,0.70,alix,498
2011-05-13,33.80,alix,499
2008-03-02,7.89,alix,500
2008-03-02,1.50,alix,501
2008-03-02,66.87,alix,502
2008-03-02,12.10,alix,503
2008-03-02,14.60,alix,504
2008-03-02,2.00,alix,505
2010-08-28,23.46,alix,506
2009-12-18,12.80,zete,507
2009-12-18,54.88,zete,508
2009-12-18,33.80,zete,509
2009-12-18,13.00,zete,510
2009-12-18,8.39,zete,511
2007-11-24,54.88,zete,512
2007-11-24,96.45,zete,513
2007-11-24,72.25,zete,514
2007-11-24,2.75,zete,515
2007-11-24,39.95,zete,516
2007-11-24,0.55,zete,517
2007-11-24,44.95,zete,518
2007-11-24,2.35,zete,519
2007-11-24,36.05,zete,520
2007-11-24,44.95,zete,521
2005-02-21,18.90,zete,522
2005-02-21,14.85,zete,523
2012-03-17,38.99,zete,524
2012-03-17,120.95,zete,525
2012-03-17,58.60,zete,526
2012-03-17,0.75,zete,527
2012-03-17,3.13,zete,528
2012-03-17,4.45,zete,529
2012-03-17,58.19,zete,530
2010-01-08,35.41,zete,531
2010-01-08,18.15,zete,532
2010-01-08,2.00,zete,533
2010-01-08,1.50,zete,534
2012-02-28,11.05,zete,535
2012-02-28,18.90,zete,536
2012-02-28,1.87,zete,537
2012-02-28,7.89,zete,538
2012-02-28,10.45,zete,539
2012-02-28,1.95,zete,540
2012-02-28,8.70,zete,541
2007-06-03,1.95,zete,542
2013-07-08,4.99,zete,543
2011-11-02,22.20,alix,544
2011-11-02,3.35,alix,545
2011-11-02,4.15,alix,546
2011-11-02,3.30,alix,547
2011-11-02,4.99,alix,548
2014-02-26,76.20,alix,549
2014-02-26,15.80,alix,550
2014-02-26,111.65,alix,551
2014-02-26,9.15,alix,552
2014-02-26,32.00,alix,553
2014-02-26,31.25,alix,554
2014-02-26,8.30,alix,555
2014-02-26,58.60,alix,556
2014-02-26,60.25,alix,557
2014-02-26,27.25,alix,558
2014-02-26,0.70,alix,559
2014-02-26,12.35,alix,560
2007-05-03,8.92,alix,561
2007-05-03,27.60,alix,562
2012-02-08,14.17,naki,563
2012-02-08,48.95,naki,564
2012-02-08,8.80,naki,565
2012-02-08,22.50,naki,566
2012-02-08,12.10,naki,567
2012-02-08,39.80,naki,568
2012-02-08,26.31,naki,569
2012-02-08,5.36,naki,570
2012-02-08,7.75,naki,571
2012-02-08,33.90,naki,572
2012-02-08,3.60,naki,573
2012-02-08,8.05,naki,574
2012-02-08,2.20,naki,575
2012-02-08,27.80,naki,576
2012-02-08,81.15,naki,577
2012-02-08,38.10,naki,578
2006-02-15,69.51,naki,579
2006-02-15,3.45,naki,580
2006-02-15,39.95,naki,581
2006-02-15,17.20,naki,582
2006-02-15,34.60,naki,583
2006-02-15,9.15,naki,584
2006-02-15,4.30,naki,585
2006-02-15,18.55,naki,586
2006-02-15,25.50,naki,587
2010-07-19,4.50,naki,588
2010-07-19,19.85,naki,589
2010-07-19,6.59,naki,590
2010-07-19,76.20,naki,591
2010-07-19,5.85,naki,592
2010-07-19,1.57,naki,593
2010-07-19,18.95,naki,594
2010-07-19,26.45,naki,595
2010-07-19,3.95,naki,596
2010-07-19,6.25,naki,597
2007-07-11,72.35,naki,598
2007-07-11,0.85,naki,599
2007-07-11,54.55,naki,600
2012-06-02,74.10,naki,601
2012-06-02,120.95,naki,602
2008-02-01,34.33,zete,603
2008-02-01,6.30,zete,604
2008-02-01,32.19,zete,605
2008-02-01,24.05,zete,606
2008-02-01,2.50,zete,607
2008-07-08,10.90,rachel,608
2008-07-08,4.70,rachel,609
2008-07-08,34.25,rachel,610
2008-07-08,23.46,rachel,611
2008-07-08,8.85,rachel,612
2008-07-08,1.25,rachel,613
2006-01-06,25.50,rachel,614
2006-01-06,70.95,rachel,615
2006-01-06,27.80,rachel,616
2010-02-19,29.55,rachel,617
2010-02-19,38.80,rachel,618
2010-02-19,1.57,rachel,619
2010-02-19,7.50,rachel,620
2007-02-15,9.15,rachel,621
2007-02-15,30.50,rachel,622
2007-02-15,70.10,rachel,623
2007-02-15,0.55,rachel,624
2007-02-15,2.59,rachel,625
2009-09-19,46.25,rachel,626
2009-09-19,2.80,rachel,627
2007-04-04,39.89,rachel,628
2007-04-04,4.40,rachel,629
2007-04-04,29.70,rachel,630
2011-10-09,0.55,rachel,631
2011-10-09,36.75,rachel,632
2011-10-09,6.40,rachel,633
2011-10-09,36.70,rachel,634
2013-03-21,6.30,rachel,635
2013-03-21,11.10,rachel,636
2013-03-21,8.70,rachel,637
2006-04-04,13.50,rachel,638
2006-04-04,5.15,rachel,639
2006-04-04,6.40,rachel,640
2006-04-04,23.00,rachel,641
2006-04-04,17.50,rachel,642
2006-04-04,6.00,rachel,643
2006-04-04,33.80,rachel,644
2006-04-04,156.23,rachel,645
2006-04-04,17.15,rachel,646
2006-04-04,38.90,rachel,647
2006-04-04,28.00,rachel,648
2006-04-04,108.05,rachel,649
2006-04-04,31.35,rachel,650
2006-04-04,42.35,rachel,651
2006-04-04,48.00,rachel,652
2006-04-04,14.40,rachel,653
2006-04-04,22.20,rachel,654
2006-04-04,17.50,rachel,655
2006-04-04,30.30,rachel,656
2006-04-04,30.50,rachel,657
2007-04-03,22.25,rachel,658
2007-04-03,28.95,rachel,659
2010-01-22,4.98,rachel,660
2006-12-18,16.90,rachel,661
2006-12-18,8.95,rachel,662
2013-06-01,5.99,rachel,663
2007-01-04,22.45,rachel,664
2007-01-04,24.97,rachel,665
2012-06-22,26.60,rachel,666
2012-06-22,13.30,rachel,667
2012-06-22,35.45,rachel,668
2012-06-22,7.99,rachel,669
2012-06-22,4.55,rachel,670
2014-09-21,144.75,rachel,671
2014-09-21,16.55,rachel,672
2014-09-21,5.45,rachel,673
2014-09-21,33.65,rachel,674
2014-09-21,92.88,rachel,675
2014-09-21,124.85,rachel,676
2008-08-12,1.99,naki,677
2008-08-12,26.20,naki,678
2008-08-12,31.99,naki,679
2007-06-28,90.35,naki,680
2011-04-15,35.94,naki,681
2011-04-15,12.95,naki,682
2011-04-15,39.90,naki,683
2011-04-15,108.06,naki,684
2011-04-15,31.85,naki,685
2011-04-15,36.95,naki,686
2007-11-22,4.05,naki,687
2007-11-22,4.55,naki,688
2007-11-22,16.35,naki,689
2007-11-22,12.45,naki,690
2007-11-22,29.20,naki,691
2007-11-22,84.40,naki,692
2007-11-22,3.07,naki,693
2007-11-22,1.60,naki,694
2007-11-22,4.98,naki,695
2007-11-22,2.05,naki,696
2008-05-25,108.25,naki,697
2008-05-25,20.70,naki,698
2012-02-08,22.80,naki,699
2012-02-08,10.60,naki,700
2014-10-31,124.00,naki,701
2014-10-31,14.50,naki,702
2014-03-12,2.65,naki,703
2014-03-12,30.10,naki,704
2014-03-12,0.50,naki,705
2014-03-12,72.35,naki,706
2014-03-12,6.59,naki,707
2014-03-12,16.80,naki,708
2010-03-16,74.35,naki,709
2010-03-16,8.05,naki,710
2010-03-16,22.99,naki,711
2010-03-16,2.05,naki,712
2010-03-16,6.59,naki,713
2010-03-16,6.05,naki,714
2010-03-16,21.80,naki,715
2010-03-16,10.60,naki,716
2010-03-16,4.30,naki,717
2010-03-16,3.70,naki,718
2010-03-16,2.80,naki,719
2006-07-03,3.13,naki,720
2008-10-10,30.40,inakino,721
2008-10-10,69.64,inakino,722
2008-10-10,1.40,inakino,723
2007-04-28,96.55,inakino,724
2007-04-28,4.30,inakino,725
2007-04-28,20.60,inakino,726
2007-04-28,2.59,inakino,727
2007-04-28,144.85,inakino,728
2007-04-28,20.92,inakino,729
2011-11-12,3.10,inakino,730
2011-11-12,36.75,inakino,731
2011-11-12,3.22,inakino,732
2008-04-11,1.95,inakino,733
2008-04-11,1.99,inakino,734
2008-04-11,9.15,inakino,735
2008-04-11,4.99,inakino,736
2008-04-11,4.30,inakino,737
2008-04-11,22.40,inakino,738
2008-04-11,18.95,inakino,739
2008-04-11,12.10,inakino,740
2008-04-11,13.00,inakino,741
2008-04-11,2.65,inakino,742
2008-04-11,11.05,inakino,743
2008-04-11,0.09,inakino,744
2008-04-11,29.20,inakino,745
2008-04-11,35.99,inakino,746
2008-04-11,3.22,inakino,747
2008-04-11,16.55,inakino,748
2011-04-16,34.25,,749
2011-04-16,44.80,,750
2011-04-16,26.60,,751
2011-04-16,1.57,,752
2011-04-16,66.40,,753
2011-04-16,24.97,,754
2011-04-16,30.30,,755
2011-04-16,29.15,,756
2011-04-16,36.75,,757
2011-04-16,4.85,,758
2011-04-16,12.55,,759
2006-07-03,111.65,naki,760
2006-07-03,2.50,naki,761
2006-07-03,36.25,naki,762
2006-07-03,5.65,naki,763
2008-10-20,39.50,naki,764
2008-10-20,16.80,naki,765
2008-10-20,30.40,naki,766
2008-10-20,12.15,naki,767
2008-10-20,30.43,naki,768
2008-10-20,3.35,naki,769
2008-10-20,108.15,naki,770
2008-10-20,5.25,naki,771
2008-10-20,108.99,naki,772
2008-10-20,132.15,naki,773
2008-10-20,84.40,naki,774
2011-08-13,2.05,francisco,775
2011-08-13,22.65,francisco,776
2011-08-13,34.25,francisco,777
2013-02-19,6.99,francisco,778
2013-02-19,36.75,francisco,779
2013-02-19,2.50,francisco,780
2013-02-19,35.09,francisco,781
2009-12-30,12.10,francisco,782
2009-12-30,33.05,francisco,783
2009-12-30,3.70,francisco,784
2009-12-30,1.85,francisco,785
2009-12-30,4.60,francisco,786
2009-12-30,1.60,francisco,787
2009-12-30,16.60,francisco,788
2009-12-30,2.80,francisco,789
2009-12-30,26.80,francisco,790
2009-12-30,0.64,francisco,791
2009-12-30,12.95,francisco,792
2009-12-30,6.93,francisco,793
2009-12-30,18.80,francisco,794
2009-12-30,0.75,francisco,795
2009-12-30,66.55,francisco,796
2009-12-30,3.22,francisco,797
2009-12-30,2.35,francisco,798
2013-08-06,22.65,inakino,799
2013-08-06,8.30,inakino,800
2013-08-06,17.99,inakino,801
2008-09-26,4.70,inakino,802
2008-09-26,6.50,inakino,803
2008-09-26,2.60,inakino,804
2008-09-26,16.95,inakino,805
2008-09-26,8.30,inakino,806
2008-09-26,6.00,inakino,807
2008-09-26,3.00,inakino,808
2006-05-28,1.65,inakino,809
2006-05-28,16.80,inakino,810
2006-05-28,12.80,inakino,811
2006-05-28,1.40,inakino,812
2006-05-28,12.15,inakino,813
2006-05-28,16.80,inakino,814
2006-05-28,2.60,inakino,815
2006-05-28,2.20,inakino,816
2006-05-28,16.27,inakino,817
2006-05-28,52.40,inakino,818
2006-05-28,30.75,inakino,819
2006-05-28,35.94,inakino,820
2006-05-28,5.40,inakino,821
2006-05-28,29.35,inakino,822
2006-05-28,81.75,inakino,823
2010-10-19,6.50,inakino,824
2010-10-19,39.89,inakino,825
2010-10-19,69.64,inakino,826
2010-10-19,30.33,inakino,827
2010-10-19,26.45,inakino,828
2011-07-29,102.60,inakino,829
2011-07-29,102.60,inakino,830
2011-07-29,69.05,inakino,831
2011-07-29,1.15,inakino,832
2011-07-29,0.75,inakino,833
2008-10-10,32.40,inakino,834
2008-10-10,12.75,inakino,835
2008-10-10,28.40,inakino,836
2008-10-10,30.45,inakino,837
2008-10-10,24.14,inakino,838
2012-06-02,78.65,naki,839
2012-06-02,30.00,naki,840
2012-06-02,10.90,naki,841
2012-06-02,18.15,naki,842
2008-03-17,6.50,naki,843
2008-03-17,2.00,naki,844
2008-03-17,42.25,naki,845
2008-03-17,5.70,naki,846
2005-08-23,6.50,naki,847
2011-07-20,42.80,naki,848
2011-07-20,37.75,naki,849
2011-07-20,33.35,naki,850
2011-07-20,36.15,naki,851
2013-12-30,6.05,naki,852
2013-12-30,33.80,naki,853
2012-04-08,12.45,naki,854
2012-04-08,6.00,naki,855
2012-04-08,124.00,naki,856
2014-10-31,8.85,naki,857
2014-10-31,99.80,naki,858
2007-02-09,4.05,antezana,859
2007-02-09,1.70,antezana,860
2007-02-09,70.95,antezana,861
2007-02-09,30.50,antezana,862
2007-02-09,4.06,antezana,863
2007-02-09,20.60,antezana,864
2006-06-23,6.50,antezana,865
2006-06-23,8.80,antezana,866
2006-06-23,8.10,antezana,867
2006-06-23,44.40,antezana,868
2007-01-09,51.95,antezana,869
2007-01-09,4.00,antezana,870
2007-01-09,12.80,antezana,871
2007-01-09,3.35,antezana,872
2007-01-09,51.42,antezana,873
2012-01-10,25.50,antezana,874
2008-05-16,6.60,antezana,875
2008-05-16,20.20,antezana,876
2008-05-16,0.64,antezana,877
2008-05-16,31.15,antezana,878
2008-05-16,2.03,antezana,879
